Freshness,Review
0," To believe that players who share ice time with Hull, Jagr and Yzerman are gonna lose to the kid who packs groceries at the local 7-22, you'd have to have frostbite on your brain."
0," Despite some strong performances and the occasional good moment, Traitor never quite gets the tone right and is ultimately undone by an unintentionally laughable climax."
0," Without a kinky moment towards the end where it seems like Alexa is going to lay a big wet one on a Predator, there's almost no reason to stay awake."
2," Engaging, entertaining, empowering superhero adventure. "
2," ...The key to what makes ""I, Robot"" work is a well thought out script..."
0," The direction by Sergio G Sánchez is uneven, the narrative consistently illogical...and the final ""twist"" visible from early in the first act. Disappointing. "
0, [Neil Young's] dotardly video companion to his album of the same name.
0," [A]s accurate as this portrayal of avoidance might be, it doesn't amount to much in terms of sympathizing with or understanding who Vivienne is and what she's experiencing."
0," It's great we are getting to a place where queer characters no longer have to be tragic or outcasts. However, let's still make them interesting."
0," Besides Bentley's performance, the only thing ""We Are Your Friends"" has going for it is the occasional directorial flourish. These jolts are few and far between, but they're most welcome when they arise."
0," There are lots of good things in the movie, but they play more like vaudeville acts than part of a coherent plot. It's a film you enjoy in pieces, but the jigsaw never gets solved."
2," A moving work that is at once bittersweet and uplifting, and altogether charming."
0," Problem is, there's nary a hint of context, even with biographic essentials."
0," Combines a satire of corporate hipsterdom with a metaphor for personal alienation and sexual fantasy, without ever completely committing to either."
0," [VIDEO ESSAY] ""Wild"" is an unsatisfying self-help drama that exposes the limitations of Reece Witherspoon's range. "
2," [A] meeting of musical minds that should thrill lovers of rock music, allowing this movie to easily fit on the shelf along with the rest of their records and CDs."
0, It's a brilliant idea. It just happens to be a terrible movie.
0," The Hulk, like its lead character, is just too big."
2, [Nicholas Cage] works precisely because there is a great actor underneath it all and because he does tap into something so ferocious that other people wouldn't dare to touch.
0, Ugly Sweater Party has achieved the status of landing in my bottom 20 movies of the year. 
0," Although Loach's heart is not so much in the right place as nailed to it, there is no doubt that this makes for gruelling viewing, lacking the glimpses of humour he would show in later work."
0, The detail and clear devotion he has for the sport may actually have the effect of distancing the rest of audience from his film.
2, ...a terminally perfunctory followup that just barely gets the job done...
0, It's not a disaster. It's just drab.
2," A dreamlike profound film of parallel stories, though bleak, confusing and enigmatic, is masterfully blended together."
2, Straight Into a Storm comes alive whenever McCauley and his bandmates reminisce about their old habit of getting wasted and playing guitar while rewatching La Bamba.
0," The movie itself is a bubbly, insipid confection that goes down like a _______ (fill in the product of your choice)."
2," Lucas saved the best of his arguably needless prequels for last, finally justifying an entertainment empire and cementing a myth."
0, The high concept breeds lowbrow gags.
0," Broad and light enough, had one not seen the opening credits, to never, ever be mistaken for a Coen brothers film."
2," It's not a movie for people looking for a decorous night at the movies. It is a film, though, for folks eager for some good dirty jokes, some refreshingly real female characters - and, just maybe, a new comic voice."
2," He makes Geekus Hollywoodium -- always played by someone such as Ben Stiller, whom we know to be fundamentally cool beneath his nerdy veneer -- look like the fraudulent genus we know it to be."
0," While Made in Dagenham is passably amusing, it's clearly not worth much as history, and its rote parade of obvious plot points can get tiresome."
0," ""Raging Bull"" ultimately has a numbing effect on the brain as if one's head had been pummeled by La Motta's so-called ""girlish"" fists."
0," White, who shows promise as a director willing to steer us in unexpected directions, holds the comic moments on a pretty tight leash."
